date,equity,drawdown,strategy_id
2020-09-23,645397.5924702488,0.05859061997700936,L1P5_skip_L
2020-09-24,655629.0395871412,0.04366651675842518,L1P5_skip_L
2020-09-25,662803.6003920074,0.03320134161980297,L1P5_skip_L
2020-09-28,671890.0870667964,0.019947335272553397,L1P5_skip_L
2020-09-29,676057.4957760734,0.01386854338508014,L1P5_skip_L
2020-09-30,679595.5783322457,0.008707718268073154,L1P5_skip_L
2020-10-01,687489.5689317127,0.0,L1P5_skip_L
2020-10-02,681853.0867475282,0.008198643934253416,L1P5_skip_L
2020-10-05,695711.3154513661,0.0,L1P5_skip_L
2020-10-06,690500.4433923326,0.007489991816005978,L1P5_skip_L
2020-10-07,704264.0714347628,0.0,L1P5_skip_L
2020-10-08,705520.1271121216,0.0,L1P5_skip_L
2020-10-09,708856.1501812437,0.0,L1P5_skip_L
2020-10-12,713442.0153929044,0.0,L1P5_skip_L
2020-10-13,708194.2096844343,0.007355616287302622,L1P5_skip_L
2020-10-14,704209.3225566298,0.012941055666857562,L1P5_skip_L
2020-10-15,708008.517799157,0.00761589235917811,L1P5_skip_L
2020-10-16,705742.8553764662,0.010791570793876177,L1P5_skip_L
2020-10-19,692456.7571800824,0.029414104804670205,L1P5_skip_L
2020-10-20,701193.753221813,0.01716784532846173,L1P5_skip_L
2020-10-21,710884.9772685148,0.0035840868202602193,L1P5_skip_L
2020-10-22,708159.5517976603,0.007404194708570621,L1P5_skip_L
2020-10-23,711119.8435828044,0.003254885134317626,L1P5_skip_L
2020-10-26,697427.5231542205,0.022446802813911107,L1P5_skip_L
2020-10-27,697294.2913423534,0.022633547929831598,L1P5_skip_L
2020-10-28,684619.6820721104,0.040398985059663335,L1P5_skip_L
2020-10-29,688799.2262005943,0.034540703603976666,L1P5_skip_L
2020-10-30,689076.6324852173,0.034151875530162995,L1P5_skip_L
2020-11-02,696801.5748908103,0.023324166706007548,L1P5_skip_L
2020-11-03,703567.2933661381,0.013840959480537608,L1P5_skip_L
2020-11-04,705993.3654958708,0.010440441880804407,L1P5_skip_L
2020-11-05,722583.9992142497,0.0,L1P5_skip_L
2020-11-06,725889.5133703194,0.0,L1P5_skip_L
2020-11-09,732247.5530614745,0.0,L1P5_skip_L
2020-11-10,743583.5718320563,0.0,L1P5_skip_L
2020-11-11,748784.4903002039,0.0,L1P5_skip_L
2020-11-12,739853.1710406761,0.011927756751407977,L1P5_skip_L
2020-11-13,750067.2448370305,0.0,L1P5_skip_L
2020-11-16,769471.8202352459,0.0,L1P5_skip_L
2020-11-17,770576.8313264791,0.0,L1P5_skip_L
2020-11-18,761315.3400026949,0.012018907067114122,L1P5_skip_L
2020-11-19,763843.6904398946,0.008737793056915596,L1P5_skip_L
2020-11-20,764593.454244757,0.007764802727616776,L1P5_skip_L
2020-11-23,769023.3397628093,0.0020160112535378963,L1P5_skip_L
2020-11-24,777709.0178480478,0.0,L1P5_skip_L
2020-11-25,776786.5117391669,0.0011861841481965447,L1P5_skip_L
2020-11-27,778216.636421044,0.0,L1P5_skip_L
2020-11-30,768469.2725295363,0.012525257666470712,L1P5_skip_L
2020-12-01,776066.7634590468,0.002762563611958059,L1P5_skip_L
2020-12-02,778178.894261851,4.849826825420437e-05,L1P5_skip_L
2020-12-03,792449.5185325216,0.0,L1P5_skip_L
2020-12-04,800314.3214179093,0.0,L1P5_skip_L
2020-12-07,804021.0196496462,0.0,L1P5_skip_L
2020-12-08,819287.1341571144,0.0,L1P5_skip_L
2020-12-09,812333.5865784526,0.00848731450642839,L1P5_skip_L
2020-12-10,817249.2691973777,0.0024873635564084218,L1P5_skip_L
2020-12-11,820194.797501826,0.0,L1P5_skip_L
2020-12-14,813494.607187365,0.008169023181893683,L1P5_skip_L
2020-12-15,820906.0734476993,0.0,L1P5_skip_L
2020-12-16,823843.4963429344,0.0,L1P5_skip_L
2020-12-17,824069.4865507601,0.0,L1P5_skip_L
2020-12-18,816698.15359076,0.00894503810698504,L1P5_skip_L
2020-12-21,811946.5714497442,0.014711035050888523,L1P5_skip_L
2020-12-22,807644.1028521879,0.019932037245211625,L1P5_skip_L
2020-12-23,824154.7963649491,0.0,L1P5_skip_L
2020-12-24,818668.1130842428,0.006657345567733245,L1P5_skip_L
2020-12-28,817143.649259438,0.00850707553536629,L1P5_skip_L
2020-12-29,819092.9303880308,0.00614188742120331,L1P5_skip_L
2020-12-30,828584.1198170406,0.0,L1P5_skip_L
